0.95      2.975        2.914        2.334
0.97      3.200        3.126        2.575
0.99      3.479        3.385        2.862
1.00      3.642        3.533        3.017
1.01      3.828        3.696        3.186
1.03      1.348        0.903        0.596
1.05      1.259        0.871        0.581
