0.95     -1.051    -2.153     2.239
0.97     -0.831    -2.744    -3.725
0.99     -0.819    -2.801    -3.871
1.00     -0.763    -2.739    -3.958
1.01     -0.749    -2.738    -4.148
1.03     -0.757    -2.789    -4.569
1.05     -0.753    -2.761    -5.654
