00 0.798 0.775 0.310
03 0.809 0.783 0.314
06 0.834 0.795 0.328
08 0.874 0.816 0.356
11 0.936 0.859 0.408
14 1.034 0.944 0.503
17 1.193 1.097 0.673
20 1.453 1.355 0.973
23 1.876 1.776 1.509
25 2.591 2.503 2.459
