00 -0.564 -2.146 -4.729
03 -0.563 -2.150 -4.706
06 -0.566 -2.170 -4.540
08 -0.571 -2.204 -4.308
11 -0.579 -2.252 -4.069
14 -0.589 -2.313 -3.849
17 -0.601 -2.388 -3.655
20 -0.616 -2.479 -3.491
23 -0.633 -2.591 -3.365
25 -0.652 -2.732 -3.283
