00 -0.374 -0.477 -0.778
03 -0.377 -0.483 -0.787
06 -0.383 -0.500 -0.814
08 -0.392 -0.527 -0.855
11 -0.401 -0.561 -0.909
14 -0.411 -0.599 -0.970
17 -0.419 -0.635 -1.032
20 -0.426 -0.661 -1.084
23 -0.430 -0.668 -1.108
25 -0.433 -0.651 -1.082
