00 -0.722 -1.055 -1.437
03 -0.716 -1.045 -1.433
06 -0.700 -1.018 -1.426
08 -0.677 -0.982 -1.416
11 -0.654 -0.944 -1.408
14 -0.635 -0.909 -1.404
17 -0.624 -0.883 -1.408
20 -0.626 -0.870 -1.425
23 -0.648 -0.877 -1.458
25 -0.696 -0.920 -1.517
